"Date","Source","Site.ID","POC","Daily.Mean.PM2.5.Concentration","Units","Daily.AQI.Value","Local.Site.Name","Daily.Obs.Count","Percent.Complete","AQS.Parameter.Code","AQS.Parameter.Description","Method.Code","Method.Description","CBSA.Code","CBSA.Name","State.FIPS.Code","State","County.FIPS.Code","County","Site.Latitude","Site.Longitude"
"12/01/2024","AQS","060290020",3,2.4,"ug/m3 LC",13,"Mojave-Pat Avenue",1,100,88101,"PM2.5 - Local Conditions",170,"Met One BAM-1020 Mass Monitor w/VSCC",12540,"Bakersfield, CA",6,"California",29,"Kern",35.04944,-118.18893
"12/02/2024","AQS","060290020",3,1.8,"ug/m3 LC",10,"Mojave-Pat Avenue",1,100,88101,"PM2.5 - Local Conditions",170,"Met One BAM-1020 Mass Monitor w/VSCC",12540,"Bakersfield, CA",6,"California",29,"Kern",35.04944,-118.18893
"12/03/2024","AQS","060290020",3,1.6,"ug/m3 LC",9,"Mojave-Pat Avenue",1,100,88101,"PM2.5 - Local Conditions",170,"Met One BAM-1020 Mass Monitor w/VSCC",12540,"Bakersfield, CA",6,"California",29,"Kern",35.04944,-118.18893
"12/04/2024","AQS","060290020",3,3.3,"ug/m3 LC",18,"Mojave-Pat Avenue",1,100,88101,"PM2.5 - Local Conditions",170,"Met One BAM-1020 Mass Monitor w/VSCC",12540,"Bakersfield, CA",6,"California",29,"Kern",35.04944,-118.18893
"12/05/2024","AQS","060290020",3,2.9,"ug/m3 LC",16,"Mojave-Pat Avenue",1,100,88101,"PM2.5 - Local Conditions",170,"Met One BAM-1020 Mass Monitor w/VSCC",12540,"Bakersfield, CA",6,"California",29,"Kern",35.04944,-118.18893
"12/06/2024","AQS","060290020",3,2.1,"ug/m3 LC",12,"Mojave-Pat Avenue",1,100,88101,"PM2.5 - Local Conditions",170,"Met One BAM-1020 Mass Monitor w/VSCC",12540,"Bakersfield, CA",6,"California",29,"Kern",35.04944,-118.18893
"12/07/2024","AQS","060290020",3,0.2,"ug/m3 LC",1,"Mojave-Pat Avenue",1,100,88101,"PM2.5 - Local Conditions",170,"Met One BAM-1020 Mass Monitor w/VSCC",12540,"Bakersfield, CA",6,"California",29,"Kern",35.04944,-118.18893
"12/08/2024","AQS","060290020",3,1.2,"ug/m3 LC",7,"Mojave-Pat Avenue",1,100,88101,"PM2.5 - Local Conditions",170,"Met One BAM-1020 Mass Monitor w/VSCC",12540,"Bakersfield, CA",6,"California",29,"Kern",35.04944,-118.18893
"12/09/2024","AQS","060290020",3,3.4,"ug/m3 LC",19,"Mojave-Pat Avenue",1,100,88101,"PM2.5 - Local Conditions",170,"Met One BAM-1020 Mass Monitor w/VSCC",12540,"Bakersfield, CA",6,"California",29,"Kern",35.04944,-118.18893
"12/10/2024","AQS","060290020",3,1.5,"ug/m3 LC",8,"Mojave-Pat Avenue",1,100,88101,"PM2.5 - Local Conditions",170,"Met One BAM-1020 Mass Monitor w/VSCC",12540,"Bakersfield, CA",6,"California",29,"Kern",35.04944,-118.18893
"12/11/2024","AQS","060290020",3,2.3,"ug/m3 LC",13,"Mojave-Pat Avenue",1,100,88101,"PM2.5 - Local Conditions",170,"Met One BAM-1020 Mass Monitor w/VSCC",12540,"Bakersfield, CA",6,"California",29,"Kern",35.04944,-118.18893
"12/12/2024","AQS","060290020",3,4.2,"ug/m3 LC",23,"Mojave-Pat Avenue",1,100,88101,"PM2.5 - Local Conditions",170,"Met One BAM-1020 Mass Monitor w/VSCC",12540,"Bakersfield, CA",6,"California",29,"Kern",35.04944,-118.18893
"12/13/2024","AQS","060290020",3,1.9,"ug/m3 LC",11,"Mojave-Pat Avenue",1,100,88101,"PM2.5 - Local Conditions",170,"Met One BAM-1020 Mass Monitor w/VSCC",12540,"Bakersfield, CA",6,"California",29,"Kern",35.04944,-118.18893
"12/14/2024","AQS","060290020",3,1.6,"ug/m3 LC",9,"Mojave-Pat Avenue",1,100,88101,"PM2.5 - Local Conditions",170,"Met One BAM-1020 Mass Monitor w/VSCC",12540,"Bakersfield, CA",6,"California",29,"Kern",35.04944,-118.18893
"12/15/2024","AQS","060290020",3,2,"ug/m3 LC",11,"Mojave-Pat Avenue",1,100,88101,"PM2.5 - Local Conditions",170,"Met One BAM-1020 Mass Monitor w/VSCC",12540,"Bakersfield, CA",6,"California",29,"Kern",35.04944,-118.18893
"12/16/2024","AQS","060290020",3,1.8,"ug/m3 LC",10,"Mojave-Pat Avenue",1,100,88101,"PM2.5 - Local Conditions",170,"Met One BAM-1020 Mass Monitor w/VSCC",12540,"Bakersfield, CA",6,"California",29,"Kern",35.04944,-118.18893
"12/17/2024","AQS","060290020",3,0.3,"ug/m3 LC",2,"Mojave-Pat Avenue",1,100,88101,"PM2.5 - Local Conditions",170,"Met One BAM-1020 Mass Monitor w/VSCC",12540,"Bakersfield, CA",6,"California",29,"Kern",35.04944,-118.18893
"12/18/2024","AQS","060290020",3,2.3,"ug/m3 LC",13,"Mojave-Pat Avenue",1,100,88101,"PM2.5 - Local Conditions",170,"Met One BAM-1020 Mass Monitor w/VSCC",12540,"Bakersfield, CA",6,"California",29,"Kern",35.04944,-118.18893
"12/19/2024","AQS","060290020",3,1.5,"ug/m3 LC",8,"Mojave-Pat Avenue",1,100,88101,"PM2.5 - Local Conditions",170,"Met One BAM-1020 Mass Monitor w/VSCC",12540,"Bakersfield, CA",6,"California",29,"Kern",35.04944,-118.18893
"12/20/2024","AQS","060290020",3,2.2,"ug/m3 LC",12,"Mojave-Pat Avenue",1,100,88101,"PM2.5 - Local Conditions",170,"Met One BAM-1020 Mass Monitor w/VSCC",12540,"Bakersfield, CA",6,"California",29,"Kern",35.04944,-118.18893
"12/21/2024","AQS","060290020",3,1.9,"ug/m3 LC",11,"Mojave-Pat Avenue",1,100,88101,"PM2.5 - Local Conditions",170,"Met One BAM-1020 Mass Monitor w/VSCC",12540,"Bakersfield, CA",6,"California",29,"Kern",35.04944,-118.18893
"12/22/2024","AQS","060290020",3,1.3,"ug/m3 LC",7,"Mojave-Pat Avenue",1,100,88101,"PM2.5 - Local Conditions",170,"Met One BAM-1020 Mass Monitor w/VSCC",12540,"Bakersfield, CA",6,"California",29,"Kern",35.04944,-118.18893
"12/23/2024","AQS","060290020",3,0.2,"ug/m3 LC",1,"Mojave-Pat Avenue",1,100,88101,"PM2.5 - Local Conditions",170,"Met One BAM-1020 Mass Monitor w/VSCC",12540,"Bakersfield, CA",6,"California",29,"Kern",35.04944,-118.18893
"12/24/2024","AQS","060290020",3,0.9,"ug/m3 LC",5,"Mojave-Pat Avenue",1,100,88101,"PM2.5 - Local Conditions",170,"Met One BAM-1020 Mass Monitor w/VSCC",12540,"Bakersfield, CA",6,"California",29,"Kern",35.04944,-118.18893
"12/25/2024","AQS","060290020",3,1.3,"ug/m3 LC",7,"Mojave-Pat Avenue",1,100,88101,"PM2.5 - Local Conditions",170,"Met One BAM-1020 Mass Monitor w/VSCC",12540,"Bakersfield, CA",6,"California",29,"Kern",35.04944,-118.18893
"12/26/2024","AQS","060290020",3,1.3,"ug/m3 LC",7,"Mojave-Pat Avenue",1,100,88101,"PM2.5 - Local Conditions",170,"Met One BAM-1020 Mass Monitor w/VSCC",12540,"Bakersfield, CA",6,"California",29,"Kern",35.04944,-118.18893
"12/27/2024","AQS","060290020",3,-0.2,"ug/m3 LC",0,"Mojave-Pat Avenue",1,100,88101,"PM2.5 - Local Conditions",170,"Met One BAM-1020 Mass Monitor w/VSCC",12540,"Bakersfield, CA",6,"California",29,"Kern",35.04944,-118.18893
"12/28/2024","AQS","060290020",3,0,"ug/m3 LC",0,"Mojave-Pat Avenue",1,100,88101,"PM2.5 - Local Conditions",170,"Met One BAM-1020 Mass Monitor w/VSCC",12540,"Bakersfield, CA",6,"California",29,"Kern",35.04944,-118.18893
"12/29/2024","AQS","060290020",3,1.1,"ug/m3 LC",6,"Mojave-Pat Avenue",1,100,88101,"PM2.5 - Local Conditions",170,"Met One BAM-1020 Mass Monitor w/VSCC",12540,"Bakersfield, CA",6,"California",29,"Kern",35.04944,-118.18893
"12/31/2024","AQS","060290020",3,2.8,"ug/m3 LC",16,"Mojave-Pat Avenue",1,100,88101,"PM2.5 - Local Conditions",170,"Met One BAM-1020 Mass Monitor w/VSCC",12540,"Bakersfield, CA",6,"California",29,"Kern",35.04944,-118.18893
"12/01/2024","AQS","060292009",3,0.9,"ug/m3 LC",5,"Lebec",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",731,"Met-One BAM-1020 W/PM2.5 SCC",12540,"Bakersfield, CA",6,"California",29,"Kern",34.841567,-118.860588
"12/02/2024","AQS","060292009",3,1.1,"ug/m3 LC",6,"Lebec",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",731,"Met-One BAM-1020 W/PM2.5 SCC",12540,"Bakersfield, CA",6,"California",29,"Kern",34.841567,-118.860588
"12/03/2024","AQS","060292009",3,2.5,"ug/m3 LC",14,"Lebec",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",731,"Met-One BAM-1020 W/PM2.5 SCC",12540,"Bakersfield, CA",6,"California",29,"Kern",34.841567,-118.860588
"12/04/2024","AQS","060292009",3,1.5,"ug/m3 LC",8,"Lebec",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",731,"Met-One BAM-1020 W/PM2.5 SCC",12540,"Bakersfield, CA",6,"California",29,"Kern",34.841567,-118.860588
"12/05/2024","AQS","060292009",3,10.2,"ug/m3 LC",53,"Lebec",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",731,"Met-One BAM-1020 W/PM2.5 SCC",12540,"Bakersfield, CA",6,"California",29,"Kern",34.841567,-118.860588
"12/06/2024","AQS","060292009",3,5.9,"ug/m3 LC",33,"Lebec",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",731,"Met-One BAM-1020 W/PM2.5 SCC",12540,"Bakersfield, CA",6,"California",29,"Kern",34.841567,-118.860588
"12/07/2024","AQS","060292009",3,0.7,"ug/m3 LC",4,"Lebec",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",731,"Met-One BAM-1020 W/PM2.5 SCC",12540,"Bakersfield, CA",6,"California",29,"Kern",34.841567,-118.860588
"12/08/2024","AQS","060292009",3,22.8,"ug/m3 LC",77,"Lebec",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",731,"Met-One BAM-1020 W/PM2.5 SCC",12540,"Bakersfield, CA",6,"California",29,"Kern",34.841567,-118.860588
"12/09/2024","AQS","060292009",3,10.3,"ug/m3 LC",53,"Lebec",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",731,"Met-One BAM-1020 W/PM2.5 SCC",12540,"Bakersfield, CA",6,"California",29,"Kern",34.841567,-118.860588
"12/12/2024","AQS","060292009",3,3,"ug/m3 LC",17,"Lebec",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",731,"Met-One BAM-1020 W/PM2.5 SCC",12540,"Bakersfield, CA",6,"California",29,"Kern",34.841567,-118.860588
"12/13/2024","AQS","060292009",3,2.3,"ug/m3 LC",13,"Lebec",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",731,"Met-One BAM-1020 W/PM2.5 SCC",12540,"Bakersfield, CA",6,"California",29,"Kern",34.841567,-118.860588
"12/14/2024","AQS","060292009",3,2.1,"ug/m3 LC",12,"Lebec",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",731,"Met-One BAM-1020 W/PM2.5 SCC",12540,"Bakersfield, CA",6,"California",29,"Kern",34.841567,-118.860588
"12/15/2024","AQS","060292009",3,2.6,"ug/m3 LC",14,"Lebec",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",731,"Met-One BAM-1020 W/PM2.5 SCC",12540,"Bakersfield, CA",6,"California",29,"Kern",34.841567,-118.860588
"12/16/2024","AQS","060292009",3,1.2,"ug/m3 LC",7,"Lebec",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",731,"Met-One BAM-1020 W/PM2.5 SCC",12540,"Bakersfield, CA",6,"California",29,"Kern",34.841567,-118.860588
"12/17/2024","AQS","060292009",3,8.3,"ug/m3 LC",46,"Lebec",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",731,"Met-One BAM-1020 W/PM2.5 SCC",12540,"Bakersfield, CA",6,"California",29,"Kern",34.841567,-118.860588
"12/18/2024","AQS","060292009",3,0.8,"ug/m3 LC",4,"Lebec",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",731,"Met-One BAM-1020 W/PM2.5 SCC",12540,"Bakersfield, CA",6,"California",29,"Kern",34.841567,-118.860588
"12/19/2024","AQS","060292009",3,0.5,"ug/m3 LC",3,"Lebec",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",731,"Met-One BAM-1020 W/PM2.5 SCC",12540,"Bakersfield, CA",6,"California",29,"Kern",34.841567,-118.860588
"12/20/2024","AQS","060292009",3,2.5,"ug/m3 LC",14,"Lebec",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",731,"Met-One BAM-1020 W/PM2.5 SCC",12540,"Bakersfield, CA",6,"California",29,"Kern",34.841567,-118.860588
"12/21/2024","AQS","060292009",3,2,"ug/m3 LC",11,"Lebec",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",731,"Met-One BAM-1020 W/PM2.5 SCC",12540,"Bakersfield, CA",6,"California",29,"Kern",34.841567,-118.860588
"12/22/2024","AQS","060292009",3,3.3,"ug/m3 LC",18,"Lebec",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",731,"Met-One BAM-1020 W/PM2.5 SCC",12540,"Bakersfield, CA",6,"California",29,"Kern",34.841567,-118.860588
"12/23/2024","AQS","060292009",3,1.3,"ug/m3 LC",7,"Lebec",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",731,"Met-One BAM-1020 W/PM2.5 SCC",12540,"Bakersfield, CA",6,"California",29,"Kern",34.841567,-118.860588
"12/24/2024","AQS","060292009",3,0.7,"ug/m3 LC",4,"Lebec",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",731,"Met-One BAM-1020 W/PM2.5 SCC",12540,"Bakersfield, CA",6,"California",29,"Kern",34.841567,-118.860588
"12/25/2024","AQS","060292009",3,2.1,"ug/m3 LC",12,"Lebec",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",731,"Met-One BAM-1020 W/PM2.5 SCC",12540,"Bakersfield, CA",6,"California",29,"Kern",34.841567,-118.860588
"12/26/2024","AQS","060292009",3,1.2,"ug/m3 LC",7,"Lebec",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",731,"Met-One BAM-1020 W/PM2.5 SCC",12540,"Bakersfield, CA",6,"California",29,"Kern",34.841567,-118.860588
"12/27/2024","AQS","060292009",3,2.8,"ug/m3 LC",16,"Lebec",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",731,"Met-One BAM-1020 W/PM2.5 SCC",12540,"Bakersfield, CA",6,"California",29,"Kern",34.841567,-118.860588
"12/28/2024","AQS","060292009",3,2.8,"ug/m3 LC",16,"Lebec",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",731,"Met-One BAM-1020 W/PM2.5 SCC",12540,"Bakersfield, CA",6,"California",29,"Kern",34.841567,-118.860588
"12/29/2024","AQS","060292009",3,3.4,"ug/m3 LC",19,"Lebec",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",731,"Met-One BAM-1020 W/PM2.5 SCC",12540,"Bakersfield, CA",6,"California",29,"Kern",34.841567,-118.860588
"12/30/2024","AQS","060292009",3,2.5,"ug/m3 LC",14,"Lebec",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",731,"Met-One BAM-1020 W/PM2.5 SCC",12540,"Bakersfield, CA",6,"California",29,"Kern",34.841567,-118.860588
"12/31/2024","AQS","060292009",3,6,"ug/m3 LC",33,"Lebec",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",731,"Met-One BAM-1020 W/PM2.5 SCC",12540,"Bakersfield, CA",6,"California",29,"Kern",34.841567,-118.860588
"12/02/2024","AQS","060299001",1,1.1,"ug/m3 LC",6,"Lebec-Peace Valley/Frazier Park Roads",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",707,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.",12540,"Bakersfield, CA",6,"California",29,"Kern",34.821921799,-118.88759767
"12/05/2024","AQS","060299001",1,1.3,"ug/m3 LC",7,"Lebec-Peace Valley/Frazier Park Roads",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",707,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.",12540,"Bakersfield, CA",6,"California",29,"Kern",34.821921799,-118.88759767
"12/08/2024","AQS","060299001",1,2.4,"ug/m3 LC",13,"Lebec-Peace Valley/Frazier Park Roads",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",707,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.",12540,"Bakersfield, CA",6,"California",29,"Kern",34.821921799,-118.88759767
"12/11/2024","AQS","060299001",1,0.6,"ug/m3 LC",3,"Lebec-Peace Valley/Frazier Park Roads",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",707,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.",12540,"Bakersfield, CA",6,"California",29,"Kern",34.821921799,-118.88759767
"12/14/2024","AQS","060299001",1,1.7,"ug/m3 LC",9,"Lebec-Peace Valley/Frazier Park Roads",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",707,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.",12540,"Bakersfield, CA",6,"California",29,"Kern",34.821921799,-118.88759767
"12/17/2024","AQS","060299001",1,1.1,"ug/m3 LC",6,"Lebec-Peace Valley/Frazier Park Roads",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",707,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.",12540,"Bakersfield, CA",6,"California",29,"Kern",34.821921799,-118.88759767
"12/20/2024","AQS","060299001",1,1.4,"ug/m3 LC",8,"Lebec-Peace Valley/Frazier Park Roads",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",707,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.",12540,"Bakersfield, CA",6,"California",29,"Kern",34.821921799,-118.88759767
"12/23/2024","AQS","060299001",1,1.1,"ug/m3 LC",6,"Lebec-Peace Valley/Frazier Park Roads",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",707,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.",12540,"Bakersfield, CA",6,"California",29,"Kern",34.821921799,-118.88759767
"12/29/2024","AQS","060299001",1,0.8,"ug/m3 LC",4,"Lebec-Peace Valley/Frazier Park Roads",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",707,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.",12540,"Bakersfield, CA",6,"California",29,"Kern",34.821921799,-118.88759767
"12/01/2024","AQS","060370016",3,3.1,"ug/m3 LC",17,"Glendora",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",731,"Met-One BAM-1020 W/PM2.5 SCC",31080,"Los Angeles-Long Beach-Anaheim, CA",6,"California",37,"Los Angeles",34.14435,-117.85036
"12/02/2024","AQS","060370016",3,11.2,"ug/m3 LC",55,"Glendora",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",731,"Met-One BAM-1020 W/PM2.5 SCC",31080,"Los Angeles-Long Beach-Anaheim, CA",6,"California",37,"Los Angeles",34.14435,-117.85036
"12/03/2024","AQS","060370016",3,15.1,"ug/m3 LC",62,"Glendora",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",731,"Met-One BAM-1020 W/PM2.5 SCC",31080,"Los Angeles-Long Beach-Anaheim, CA",6,"California",37,"Los Angeles",34.14435,-117.85036
"12/04/2024","AQS","060370016",3,23.6,"ug/m3 LC",78,"Glendora",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",731,"Met-One BAM-1020 W/PM2.5 SCC",31080,"Los Angeles-Long Beach-Anaheim, CA",6,"California",37,"Los Angeles",34.14435,-117.85036
"12/11/2024","AQS","060370016",3,1,"ug/m3 LC",6,"Glendora",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",731,"Met-One BAM-1020 W/PM2.5 SCC",31080,"Los Angeles-Long Beach-Anaheim, CA",6,"California",37,"Los Angeles",34.14435,-117.85036
"12/12/2024","AQS","060370016",3,5.4,"ug/m3 LC",30,"Glendora",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",731,"Met-One BAM-1020 W/PM2.5 SCC",31080,"Los Angeles-Long Beach-Anaheim, CA",6,"California",37,"Los Angeles",34.14435,-117.85036
"12/13/2024","AQS","060370016",3,7.2,"ug/m3 LC",40,"Glendora",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",731,"Met-One BAM-1020 W/PM2.5 SCC",31080,"Los Angeles-Long Beach-Anaheim, CA",6,"California",37,"Los Angeles",34.14435,-117.85036
"12/14/2024","AQS","060370016",3,7.4,"ug/m3 LC",41,"Glendora",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",731,"Met-One BAM-1020 W/PM2.5 SCC",31080,"Los Angeles-Long Beach-Anaheim, CA",6,"California",37,"Los Angeles",34.14435,-117.85036
"12/15/2024","AQS","060370016",3,5.9,"ug/m3 LC",33,"Glendora",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",731,"Met-One BAM-1020 W/PM2.5 SCC",31080,"Los Angeles-Long Beach-Anaheim, CA",6,"California",37,"Los Angeles",34.14435,-117.85036
"12/16/2024","AQS","060370016",3,3.1,"ug/m3 LC",17,"Glendora",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",731,"Met-One BAM-1020 W/PM2.5 SCC",31080,"Los Angeles-Long Beach-Anaheim, CA",6,"California",37,"Los Angeles",34.14435,-117.85036
"12/17/2024","AQS","060370016",3,4.9,"ug/m3 LC",27,"Glendora",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",731,"Met-One BAM-1020 W/PM2.5 SCC",31080,"Los Angeles-Long Beach-Anaheim, CA",6,"California",37,"Los Angeles",34.14435,-117.85036
"12/18/2024","AQS","060370016",3,0.1,"ug/m3 LC",1,"Glendora",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",731,"Met-One BAM-1020 W/PM2.5 SCC",31080,"Los Angeles-Long Beach-Anaheim, CA",6,"California",37,"Los Angeles",34.14435,-117.85036
"12/19/2024","AQS","060370016",3,1.3,"ug/m3 LC",7,"Glendora",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",731,"Met-One BAM-1020 W/PM2.5 SCC",31080,"Los Angeles-Long Beach-Anaheim, CA",6,"California",37,"Los Angeles",34.14435,-117.85036
"12/20/2024","AQS","060370016",3,12.7,"ug/m3 LC",58,"Glendora",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",731,"Met-One BAM-1020 W/PM2.5 SCC",31080,"Los Angeles-Long Beach-Anaheim, CA",6,"California",37,"Los Angeles",34.14435,-117.85036
"12/21/2024","AQS","060370016",3,22.5,"ug/m3 LC",76,"Glendora",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",731,"Met-One BAM-1020 W/PM2.5 SCC",31080,"Los Angeles-Long Beach-Anaheim, CA",6,"California",37,"Los Angeles",34.14435,-117.85036
"12/22/2024","AQS","060370016",3,34.3,"ug/m3 LC",98,"Glendora",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",731,"Met-One BAM-1020 W/PM2.5 SCC",31080,"Los Angeles-Long Beach-Anaheim, CA",6,"California",37,"Los Angeles",34.14435,-117.85036
"12/23/2024","AQS","060370016",3,23.9,"ug/m3 LC",79,"Glendora",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",731,"Met-One BAM-1020 W/PM2.5 SCC",31080,"Los Angeles-Long Beach-Anaheim, CA",6,"California",37,"Los Angeles",34.14435,-117.85036
"12/24/2024","AQS","060370016",3,20.7,"ug/m3 LC",73,"Glendora",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",731,"Met-One BAM-1020 W/PM2.5 SCC",31080,"Los Angeles-Long Beach-Anaheim, CA",6,"California",37,"Los Angeles",34.14435,-117.85036
"12/25/2024","AQS","060370016",3,7.2,"ug/m3 LC",40,"Glendora",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",731,"Met-One BAM-1020 W/PM2.5 SCC",31080,"Los Angeles-Long Beach-Anaheim, CA",6,"California",37,"Los Angeles",34.14435,-117.85036
"12/26/2024","AQS","060370016",3,5.6,"ug/m3 LC",31,"Glendora",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",731,"Met-One BAM-1020 W/PM2.5 SCC",31080,"Los Angeles-Long Beach-Anaheim, CA",6,"California",37,"Los Angeles",34.14435,-117.85036
"12/27/2024","AQS","060370016",3,8.4,"ug/m3 LC",47,"Glendora",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",731,"Met-One BAM-1020 W/PM2.5 SCC",31080,"Los Angeles-Long Beach-Anaheim, CA",6,"California",37,"Los Angeles",34.14435,-117.85036
"12/28/2024","AQS","060370016",3,19.1,"ug/m3 LC",70,"Glendora",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",731,"Met-One BAM-1020 W/PM2.5 SCC",31080,"Los Angeles-Long Beach-Anaheim, CA",6,"California",37,"Los Angeles",34.14435,-117.85036
"12/29/2024","AQS","060370016",3,22.6,"ug/m3 LC",76,"Glendora",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",731,"Met-One BAM-1020 W/PM2.5 SCC",31080,"Los Angeles-Long Beach-Anaheim, CA",6,"California",37,"Los Angeles",34.14435,-117.85036
"12/30/2024","AQS","060370016",3,21.5,"ug/m3 LC",74,"Glendora",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",731,"Met-One BAM-1020 W/PM2.5 SCC",31080,"Los Angeles-Long Beach-Anaheim, CA",6,"California",37,"Los Angeles",34.14435,-117.85036
"12/31/2024","AQS","060370016",3,21.2,"ug/m3 LC",74,"Glendora",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",731,"Met-One BAM-1020 W/PM2.5 SCC",31080,"Los Angeles-Long Beach-Anaheim, CA",6,"California",37,"Los Angeles",34.14435,-117.85036
"12/01/2024","AQS","060371103",1,15.2,"ug/m3 LC",62,"Los Angeles-North Main Street",1,100,88101,"PM2.5 - Local Conditions",145,"R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC",31080,"Los Angeles-Long Beach-Anaheim, CA",6,"California",37,"Los Angeles",34.0665900008759,-118.22688
"12/02/2024","AQS","060371103",1,15.5,"ug/m3 LC",63,"Los Angeles-North Main Street",1,100,88101,"PM2.5 - Local Conditions",145,"R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC",31080,"Los Angeles-Long Beach-Anaheim, CA",6,"California",37,"Los Angeles",34.0665900008759,-118.22688
"12/03/2024","AQS","060371103",1,25.9,"ug/m3 LC",82,"Los Angeles-North Main Street",1,100,88101,"PM2.5 - Local Conditions",145,"R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC",31080,"Los Angeles-Long Beach-Anaheim, CA",6,"California",37,"Los Angeles",34.0665900008759,-118.22688
"12/04/2024","AQS","060371103",1,46.5,"ug/m3 LC",128,"Los Angeles-North Main Street",1,100,88101,"PM2.5 - Local Conditions",145,"R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC",31080,"Los Angeles-Long Beach-Anaheim, CA",6,"California",37,"Los Angeles",34.0665900008759,-118.22688
